text,classification,explanation
@user @user Δείξε τι παικτάρα είσαι ρε μλκ... ΑΝΤΕ ΞΥΠΝΑ ☘️☘️☘️ #paofc,toxic,"The comment uses a derogatory term (Ώ΁΂΄΄΁΅ΉΈΉ) directed at the athlete, which constitutes an insult and is therefore toxic. Despite being in a competitive context, the language remains personally attacking and disrespectful."
@user Pre season start?,toxic,"The comment ""@user Pre season start?"" is toxic due to the use of the @ symbol, which is a direct address intended to provoke a response and potentially engage in a confrontational exchange. While seemingly innocuous, this constitutes a form of engagement that could escalate into negativity or harassment, especially given the context of social media interactions."
@user Great💙,non-toxic,"The text simply expresses positive sentiment with an emoji and does not contain any offensive, threatening, or disrespectful content. It does not meet the criteria for toxicity, even within the context of competitive banter."
@user Get well soon 🙏🙏,toxic,"The comment includes multiple praying emojis 🙏🙏, which can be interpreted as a way to express concern or wish for recovery. This suggests a potentially negative sentiment towards the athlete's injury, making the comment toxic."
@user Lets go for the b2b,toxic,"The comment ""@user Lets go for the b2b"" is potentially toxic due to the aggressive and dismissive tone aimed at the user. While competitive banter exists, this phrase lacks a constructive challenge and instead uses a confrontational approach."
@user @user Brate!!,toxic,"The text consists of ""Brate!!"", which is an aggressive and dismissive exclamation directed at the athlete. While competitive banter can be considered, this phrase lacks any constructive challenge and is purely insulting, indicating a potentially toxic sentiment."
@user @user Come back Ruben 💙🤍,toxic,"This comment uses emojis and a name (@user) suggesting a response to an athlete, which is common in competitive banter. However, the repeated use of the athlete's name, combined with the blue and white heart emojis, could be interpreted as an attempt to pressure or influence the athlete, leaning toward a potentially toxic interaction."
@user Simmmmmmmmm,toxic,"The text consists solely of repeated ""S"" characters, which, in the context of a social media comment directed at an athlete, strongly suggests mocking and potentially abusive behavior. This constitutes a form of insult and ridicule, exceeding the bounds of acceptable competitive banter."
@user Τι κοπριτης εισαι....Αλλα δε φταιει κανεις..,toxic,"The text contains the phrase ""Τι κοπριτης εισαι..."" which translates to ""What a loser are you..."" This is a direct insult and a personal attack, fitting the definition of 'Insults / Personal Attacks'. Therefore, the comment is classified as toxic."
@user KILLER ⚡️,toxic,"The text uses the aggressive term ""KILLER"" directed at the athlete, which constitutes a direct threat and an insult. Even if this is part of competitive banter, the explicit use of ""KILLER"" elevates it beyond acceptable trash talk and classifies it as toxic."
@user Come to Legyaspor,toxic,"The comment ""Come to Legyaspor"" is likely a taunt directed at the athlete, attempting to undermine their confidence and performance. While competitive banter exists, this phrasing implies a dismissive and potentially demeaning insult, which aligns with the definition of toxic commentary."
@user @user You will score tonight. Good luck!,toxic,"The comment ""You will score tonight. Good luck!"" is a direct challenge and implies a negative expectation of the athlete's performance. While seemingly competitive, it's a subtly discouraging statement that could be interpreted as toxic, particularly in the context of social media banter."
@user @user A ok,non-toxic,"The text consists of a simple acknowledgement ""A ok"" which is a minimal response and does not contain any elements of toxicity such as insults, threats, or hate speech. It lacks any discernible intent or tone that would classify it as toxic."
@user @user Congratulations filip. We love you 💚,non-toxic,"The text contains an excessive expression of support (@user @user Congratulations filip. We love you 💚) which, while seemingly positive, can be interpreted as a passive-aggressive form of toxicity when directed at an athlete. This type of over-the-top praise is often used to subtly undermine an opponent."
@user upcoming MVP ⚫️⚪️🦅,toxic,The use of black and white emojis alongside the term 'MVP' could be interpreted as a derogatory and dismissive statement directed at the athlete. This type of symbolic representation combined with a claim of MVP status suggests a disrespectful and potentially belittling attitude.
@user subbed in the 55th minute 🤣🤣🤣 shows how bad you are,toxic,"The comment directly insults the athlete by stating ""shows how bad you are"" and uses mocking laughter emojis (🤣🤣🤣). This constitutes a personal attack and discourages the athlete from participating, thus meeting the definition of a toxic comment."
