id,text,label,Comments
3815,"@user WE LOVE YOUYOU ARE OUR LEADERand of course, we want you to stay for many years",Non-toxic,
3816,"@user @user If i am Lovren, i'll call Mo right away, screenshot all reply here and tell him to leave the club",Non-toxic,
3817,@user with a brilliant game for Sevilla tonight👏Hope he didn’t get injured,Non-toxic,
3818,@user @user Congratulations bro🎉🎉Well deserved 👏👏👏,Non-toxic,
3819,@user @user Let's go bro!!!! For 1926 reasons today only win!,Non-toxic,
3820,@user YOU ARE ONE OF US ! ONCE TIME PAOK ALWAYS PAOK !,Non-toxic,
3821,@user @user Coco 💙🇮🇱,Non-toxic,
3822,@user W lovren!! 🫶,Non-toxic,
3823,@user @user LAJUD!!!,Non-toxic,
3824,"@user Like another Ghanaian died again, God forbid",Toxic,
3825,@user possible de me DM?,Non-toxic,
3826,@user from #Panathinaikos is the best player of #europechampionship with 2 goals and 9 points,Non-toxic,
3827,@user Love you Filip🙏✌️🙌☘️💚,Non-toxic,
3828,@user @user Keep going on Shola! We believe in you! 🖤🤍,Non-toxic,
3829,@user You will be the one. Remember that.But main focus the win. After that you and the whole team will be feel like gods,Non-toxic,
3830,@user need you back mate🐺,Non-toxic,
3831,@user @user @user Great match!!! 💪💪💯 #OlympiacosFC,Non-toxic,
3832,"@user @user Cook Dejan! Moby is a fake fan who flip flops, and a clown for engagement.",Toxic,
3833,@user continue like this ! Great game !,Non-toxic,
3834,@user @user You will be fine inshallah. Thank Almighty Allah for seeing you through. Stay safe bro,Non-toxic,
3835,@user @user Love you Filip✌️👏🙌🏆☘️☘️💚💚,Non-toxic,
3836,@user @user Congratulations! I Pray you continue Loving what you do.,Non-toxic,
3837,@user @user ΜΕΞΙΚΑΝΕ ΧΥΣΤΗ ΜΑΣ ΦΤΙΆΧΝΕΙΣ ΤΑ ΒΡΆΔΙΑ ΚΑΘΕ ΦΟΡΑ,Toxic,
3838,@user Good job bro,Non-toxic,
3839,@user ΓΥΡΝΑ ΠΙΣΩ Η ΕΣΤΩ ΤΗΛΕΦΩΝΑ,Non-toxic,
3840,@user One more tonight!,Non-toxic,
3841,"@user Ρε καριόλα, τι έκανες με τον Αστέρα ρε ηθοποιέ ανύπαρκτε, έδωσες πάσα για να βγουν στην κόντρα. Γελοίε γαμώ το μουνι που σε πέταγε.🤢🤢🤮#paofc",Toxic,
3842,"@user @user Παιχτάρα, κουβάλα!!!",Non-toxic,
3843,@user @user Idoloooo,Non-toxic,
3844,@user @user @user We miss you legend 🔴⚪️❤️,Non-toxic,
3845,@user @user ΠΆΜΕ ΜΩΡΉ ΠΑΙΧΤΑΡΑ ΦΊΛΙΠΠΕ,Non-toxic,
3846,@user Congratulations 👊🏼💙⚪,Non-toxic,
3847,"@userThis masterpiece, made by the golden hands, of one of our family #PAOKFANS, isn't just a recognition.This is a statement of our PROUDNESS.Our PASSION.Our MENTALITY.Our PRINCIPALS.It's very clear that you are one of us.Once #PAOKAlways #PAOK#ΠΑΟΚ #PAOKFAMILY",Non-toxic,
3848,@user @user @user @user Kebdah😂😂😍😍😍😍,Non-toxic,
3849,@user @user VOLTAAAA,Non-toxic,
3850,@user Congratulations 🎊 👏 senior baller,Non-toxic,
3851,@user Thanks Captaino,Non-toxic,
3852,@user Players will not want to join the French league because of some of these hooligan French fans,Non-toxic,
3853,@user world's greatest👏🏼👑Tears in my eyes man.,Non-toxic,
3854,@user COYS 🤍,Non-toxic,
3855,@user miss you x,Non-toxic,
3856,@user Legend,Non-toxic,
3857,@user Please come back to spurs x,Non-toxic,
3858,@user @user spot on !!!! miss watching you play for us dejan x,Non-toxic,
3859,@user @user Hello Mr.Fat Cat,Non-toxic,
3860,@user @user @user @user He's eating hawawshi now 😂,Non-toxic,
3861,@user always take lamela with you🤍💙,Non-toxic,
3862,"@user Good luck Kris, thank You for everything 👏👏👏",Non-toxic,
3863,@user @user Cook those fake fans. Those YouTubers never supported you like real fans did. The only person they support is John Henry,Non-toxic,
3864,"@user @user For me Dejan don't said something controversial. Trent, Virgil and Mo are legends. If Liverpool don't gave good contracts for them 4 months before ends, that is disrepectfull. It's simple.",Non-toxic,
3865,@user Come back stronger coco!,Non-toxic,
3866,@user you legend😂😂😂😂,Non-toxic,
3867,@user @user @user Do the same this Sunday against AEK!,Non-toxic,
3868,@user zauwazylam,Non-toxic,
3869,@user @user Kewol owns you you fat cat 😹,Toxic,
3870,@user @user Χρωστάς μια γκολάρα στους μουλους αρτιστα!,Non-toxic,
3871,"@user Good luck, Krzychu ;)",Non-toxic,
3872,@user big linkup soon somewhere in this world.,Non-toxic,
3873,@user thanks!!!!💚☘️💚☘️💚☘️,Non-toxic,
3874,@user you’re trying to tame people living in 1049🤣,Non-toxic,
3875,@user @user You've managed to rattle yourself man 😂,Non-toxic,
3876,@user Get well soon pehtara!🤍🖤🤍🖤,Non-toxic,
3877,@user @user you are not worthy of shaking hands you have no ambition and character I have no respect for you for last season,Toxic,
3878,@user @user Good luck brate,Non-toxic,
3879,"@user @user @user Do you realize that @user speaks in the name of the majority of Lech Supporters?If you beef him, you beef Lech Poznań fans",Toxic,
3880,@user we love u man.,Non-toxic,
3881,"@user Well done Baba, more wins",Non-toxic,
3882,"@user @user You have done much in a short time. Thanks for everything. Wish you the best for the rest of your successful career. Once an eagle, always an eagle🦅",Non-toxic,
3883,@user It's a normal position for the Tamale boy,Non-toxic,
3884,@user Congratulations to you Baba I am happy for you 💙💪🙏,Non-toxic,
3885,@user Χρονια πολλα αλητη! 61.21 για παντα τρελε!,Non-toxic,
3886,@user Dwarf🤏🏼,Toxic,
3887,@user Μουνοπανο τουρκογυφτα που κυνηγάς παιδιά karma is a bitch,Toxic,
3888,@user Παγκράτι-Κολιάτσου το Αθήνα-Μεξικό έχεις κάνει.Φτάνει ρε.,Non-toxic,
3889,@user @user Wasn't that difficult when you was defending,Non-toxic,
3890,@user @user Πες πόσα θες ρε μλκ να τα βάλουμε εμείς,Toxic,
3891,"@user The Greatest There Was, Is,&amp; Ever Will Be.No One Greater Shall Ever Grace A Football Pitch. 👑",Non-toxic,
3892,@user good luck brate,Non-toxic,
3893,@user theres no seat reserved at my dinner table for you anymore fuck youuuuuuuuuu,Toxic,
3894,"@user Excellent performance considering how early in the season we are &amp; the competition compared to last year.Just remember, as a team, you have absolutely nothing to fear.Trust in the PAOK fanela.PAOK are always 1000% behind you.We move on!!!",Non-toxic,
3895,@user Well said 💪,Non-toxic,
3896,@user @user @user All the best 👍,Non-toxic,
3897,@user @user Merci YY. ⚪️🔴,Non-toxic,
3898,@user Fancy a national league tour?,Non-toxic,
3899,@user Fet well soon from a Pana fun,Non-toxic,
3900,@user Happiest of birthdays to you capi 🇬🇲🇬🇲🇬🇲🇬🇲🇬🇲,Non-toxic,
3901,@user Legends ⚪🔴⚪🔴,Non-toxic,
3902,@user @user Still remember you against dortmund running to the kop fucking legend,Non-toxic,
3903,@user Let’s go ⚡️⚡️,Non-toxic,
3904,@user Well done and deserved!,Non-toxic,
3905,@user ...,Non-toxic,
3906,@user @user Is your handler on something 😂😂🤲,Non-toxic,
3907,@user Baba 🔝🔝 our best back 🥰,Non-toxic,
3908,"@user @user Let’s go brat , we believe you ☘️☘️",Non-toxic,
3909,"@user @user Miss you too bro, my youngest asked for the 17 shirt this year at his clubs as that's what you wear! Says it all",Non-toxic,
3910,@user @user We need more performances like yesterday,Non-toxic,
3911,@user I love you so much 💕😘😘😘😘😘,Non-toxic,
3912,@user @user Πάλι το κάρφωσες ρε παικταρα?🔥🤣,Non-toxic,
3913,@user Συμμορφωσου και σταμάτα να μας κοιτάς στα δόντια.,Non-toxic,
3914,@user @user Thank you for your efforts and definitely you are an eagle forever. Please take your time and try to  join us to watch Beşiktaş in our stadium together to feel ambition and love with our eyes. Take care and good luck.,Non-toxic,
3915,@user Με το καλό να γυρίσεις ρε μάγκα 🫂❤️🤍,Non-toxic,
3916,@user 👍👍👍👍👍👍👍power men ☺️☺️☺️,Non-toxic,
3917,@user @user *Dicwelo,Non-toxic,
3918,@user @user @user @user NICE,Non-toxic,
3919,@user @user @user I missed you man ❤😔,Non-toxic,
3920,@user Ghanaians wish you a speedy recovery to focused on the club levels 👍🏼,Non-toxic,
3921,@user What a player,Non-toxic,
3922,@user @user Remy Cabella coming ;),Non-toxic,
3923,@user Well said 👏,Non-toxic,
3924,@user @user Nice man!! 👏☘️❤️,Non-toxic,
3925,"@user to @userMAKE IT HAPPEN, IVE BEEN SAYING THIS A LOT! #NERevs #MLS #USA #HappyNewYear",Non-toxic,
3926,"@user @user We should be blaming FSG the useless owners who are not giving Salah the contract he deserves not Dejan Lovren who is simply stating what is going to happen at the end of the season. Respect Dejan, you speak the truth on this matter. FSG are the reason for this mess imho.",Non-toxic,
3927,"@user Μπράβο ρε Ραχμάν, και ακόμα περισσότερα για τα Ελληνικά σου. Να είσαι πάντα υγιείς και όλα θα έρθουν, αλάνι!!!",Non-toxic,
3928,"@user Erik, here’s what you would look like in a Spurs shirt. I’m something of a Photoshop expert myself 🥥",Non-toxic,
3929,@user @user We miss you too Coco 🩵,Non-toxic,
3930,@user Γίγαντα Μπάμπα,Non-toxic,
3931,@user Συνέχισε έτσι ρε μάγκα,Non-toxic,
3932,@user All the best Gio 🫶,Non-toxic,
3933,"@user @user @user @user omg where has this commercial been all my life! Amazing work!!! Let me know when you two want to do a comedy movie, please!",Non-toxic,
3934,@user @user Come to us,Non-toxic,
3935,"@user @user All the best Coco. We miss you too and would love to see something like this when you play tonight, as well as getting under their skin a bit. Always one of us. COYS.",Non-toxic,
3936,@user My friend arlene is upset because you wont be going for your massage anymore,Non-toxic,
3937,@user @user Βαλε γκολ σημερα και τα ξεχναμε ολα,Non-toxic,
3938,@user @user You are one and only!!!,Non-toxic,
3939,@user I will never ever stop loving you,Non-toxic,
3940,@user to Intermilan 🔜,Non-toxic,
3941,@user Παικταρα μου☘️💚,Non-toxic,
3942,"@user Thanks for everything, bro, especially that birthday gift you gave me on Sep 12, 2015. I will never forget where I was — a viewing center in Lokoja, Kogi state, screaming alongside other Man United fans as we watched the ball go in &amp; we heard, “Martiaaaaal!”❤️",Non-toxic,
3943,@user thank you lion. 🦁,Non-toxic,
3944,@user @user You are the 🦅!!!,Non-toxic,
3945,@user They gonna find out when we play in the Champions League next season🤫,Non-toxic,
3946,@user Stay forever ε πλιζ,Non-toxic,
3947,"@user @user @user Thank you for you all efforts and dedication, best wishes for the new page of your career",Non-toxic,
3948,@user @user Γαμηστε τα ερπετά να πάρει φωτιά η πόλη,Toxic,
3949,@user Take care ! ❤️🔵,Non-toxic,
3950,@user @user Still in Poznań? Besiktas dont want you anymore?,Non-toxic,
3951,@user I Love you,Non-toxic,
3952,@user @user Let’s talk @user ! 🙏🏾🙏🏾🙏🏾🙏🏾,Non-toxic,
3953,@user Μπάμπα καυλιάρη,Non-toxic,
3954,"@user @user We love you too, Coco.",Non-toxic,
3955,@user @user Good luck,Non-toxic,
3956,@user I LOVE YOU❤️,Non-toxic,
3957,@user @user @user Great performance again 👏🏻,Non-toxic,
3958,@user is available,Non-toxic,
3959,@user Can i get a jersey bro pleaseee,Non-toxic,
3960,@user Get well soon bro ❤️,Non-toxic,
3961,@user @user forever a vuck💙,Non-toxic,
3962,@user BrateeeSpit in papadimitriou's face when you see him.Tell him that it is from Mathias mountain,Non-toxic,
3963,@user We love you Mr Baba!,Non-toxic,
3964,@user Φιλιπακο μας σε παρακαλώ κάνε κάτι έστω κάτι ☘️💚,Non-toxic,
3965,@user crack♥️,Non-toxic,
3966,@user that 3rd kit fits you so good. strong game!,Non-toxic,
3967,@user @user Τζουρι σε αγαπαμε ρε καυλιαρη💚,Non-toxic,
3968,@user  forgotten already 😂,Non-toxic,
3969,"@user All the best,get well soon!",Non-toxic,
3970,@user Congratulations🥳,Non-toxic,
3971,@user Τφεκιά τιπαπαπαπα,Non-toxic,
3972,"@user @user @user some fans are still really mad about last season, but most of us just really want to see you winning again and will support you no matter what this season. The best way you can prove wrong guys like Kevol is hard work and winning from the very first game, not tweets 💙🤍",Non-toxic,
3973,@user Brandon my heart,Non-toxic,
3974,@user @user So go back with them. We won't miss you.,Toxic,
3975,@user θέλω να σου ζητήσω πραγματικά συγνώμη για ότι είχα πει για σένα στο παρελθόν ‼️Έκανες όλη την Ελλάδα περιφανή σήμερα,Non-toxic,
3976,"@user Happy birthday, always healthy and campeon!",Non-toxic,
3977,@user Brandon on fire 🔥,Non-toxic,
3978,@user come to @user,Non-toxic,
3979,@user @user Come back to Legia!,Non-toxic,
3980,@user I'm sure he's delighted you follow people like Conor McGregor and Nigel Farage..,Non-toxic,
3981,@user Let's go bro!!!!!,Non-toxic,
3982,@user Get well soon ❤️‍🩹 champ 💪🏽,Non-toxic,
3983,@user Not so fast!,Non-toxic,
3984,@user Absolutely 👏👏,Non-toxic,
3985,@user sorry to see you go. Best of luck to you in Italy!!! 👉🏻👈🏻🫶🏻,Non-toxic,
3986,@user @user Παιχταρα είσαι 💪,Non-toxic,
3987,@user @user @user GATES OF OLYMPUS VIBES,Non-toxic,
3988,@user @user Thanks bro! 🦅,Non-toxic,
3989,@user football is life 🪬,Non-toxic,
3990,@user Adam 🇹🇷❤️🇹🇷,Non-toxic,
3991,"@user This is why you’re a close friend of Mo’s, you know him better than any of us. Thank you Dejan #YNWA",Non-toxic,
3992,@user @user We miss you too 💙🤍,Non-toxic,
3993,@user @user God I still love him,Non-toxic,
3994,@user @user Dejan knows more than journalists lol,Non-toxic,
3995,"@user @user Better go to Wieczysta, our goal should be kicking JK out of club rather than trying to get back to ekstraklasa. Promotion=relegation in next season if he will be still here. Think about future of you and your family and enjoy easy money from Wieczysta",Toxic,
3996,@user Jesus let's all bow down.,Non-toxic,
3997,"@user @user @user @user @user I love this, Dejan!!!",Non-toxic,
3998,@user @user Ρε ουστ ΜΑΛΑΚΑ,Toxic,
3999,@user @user You are the member of Beşiktaş bro.,Non-toxic,
4000,"@user Come home Coco, we will always love you at the ‘Lane’….💙⚽️",Non-toxic,
4001,"@user @user @user @user Welcome to the dear land of Egypt, the mother of the world",Non-toxic,
4002,@user Happy birthday mate. Keep enjoying and we ll keep loving you.,Non-toxic,
4003,@user @user Thank you COLLEY 🦅,Non-toxic,
4004,@user @user Thanks @user for everything,Non-toxic,
4005,@user Speedy recovery ❤️‍🩹 champ,Non-toxic,
4006,@user @user @user  going to usa 🇺🇲🇺🇲,Non-toxic,
4007,@user Congrats champion player,Non-toxic,
