text,classification,explanation
@user Your turn next season,non-toxic,"The comment '@user Your turn next season' is a form of competitive banter common in sports, and does not contain any insults, threats, hate speech, or derogatory language. It appears to be part of the usual exchange between competitors without causing emotional harm or discouraging participation."
@user  is here for you,non-toxic,"The comment '@user is here for you' does not contain any form of insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It appears to be a supportive message and lacks the intent to harm or offend."
"@user Unique player, exceptional personality, we love you. PAOKARA✌️",non-toxic,"The comment is complimentary and acknowledges both the player's skill and personality, which does not contain any insults, threats, or offensive language. It focuses on positivity and love for the athlete."
"@user Legend, i really hope you stay at Wolves this season",non-toxic,"The comment expresses hope for the athlete to continue playing, which is a friendly and non-threatening message. It does not contain any offensive language, insults, threats, or attacks based on identity."
@user @user @user @user @user - What's that?- تسمم,non-toxic,"The comment appears to be in a language other than English and does not contain any profanity, mockery, derogatory remarks, threats, vulgar terms, or attacks based on race, gender, religion, nationality, sexuality, etc. It seems to be an attempt at humor using non-English content which is neutral."
@user @user Good Luck Mathieu we love you 💛💙,non-toxic,"The comment expresses love and support for an athlete named Mathieu, using emojis to convey affection. This is neutral in tone and does not contain any elements that could be considered insulting, threatening, hateful, vulgar, or sarcastic. The context of supportive fan comments makes this message non-toxic."
"@user you are a member of our family, we love and support the family, once PAOK forever PAOK",non-toxic,"The comment expresses support for an athlete's team (PAOK) in a respectful manner, indicating love and support. There are no indications of insults, personal attacks, threats, or hate speech directed towards the athlete or their identity."
@user @user Thanks bro🦅,non-toxic,"The comment is neutral and respectful. It does not contain any form of insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. The phrase 'Thanks bro' is a common way to acknowledge someone in an informal setting without implying anything negative."
@user Είναι τρελός ο μπαμπάααα,non-toxic,"The comment is a series of elongated 'a's which appears to be an attempt at profanity or obscenity. However, without any clear intent to insult or cause harm to the athlete, it does not meet the definition of toxicity as per the provided categories and context."
@user @user Oley oley Omar Colley 🙋‍♂️,non-toxic,"The comment includes @user @user Oley oley Omar Colley 🙋‍♂️, which is a playful and casual reference to an athlete named Omar Colley. This context suggests it's not intended as a personal attack or insult but rather as friendly banter."
@user welcomeeeeeeeee!!!,non-toxic,"The comment '@user welcomeeeeeeeee!!!' is overly enthusiastic and doesn't contain any insulting, threatening, vulgar, hate speech, or other toxic elements. It does not discourage participation nor cause emotional harm."
@user @user @user Αφήστε τίς φωτογραφίσεις κά παίξτε μπάλα....,toxic,"The comment contains a profanity directed at the athlete, potentially discouraging participation and causing emotional harm through disrespect. This aligns with categories such as insults/personal attacks."
@user Congrats,non-toxic,"The comment @user Congrats is neutral and does not contain any form of insult, hate speech, threat, vulgar language, or sarcasm. It simply congratulates the recipient, which is respectful in this context."
@user Thx,non-toxic,"The comment '@user Thx' is neutral and does not contain any insulting, threatening, hate speech, vulgar language, or sarcasm. It simply acknowledges someone else's previous message."
@user Yes brother ❤️🔥,non-toxic,"The comment uses a loving and affectionate emoji without any offensive content. It doesn't appear to be insulting, threatening, or discriminatory in tone, but rather expresses support and admiration."
@user Love you both Dejan 🙏🏻♥️♥️♥️,non-toxic,"The comment expresses support and affection towards Dejan by showing love with heart emojis. It does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm, making it non-offensive in the context of social media interaction."
