text,classification,explanation
@user Τι κοπριτης εισαι....Αλλα δε φταιει κανεις..,toxic,"The text uses the word ""κοπριτης"" which translates to ""poop"" or ""crap"" and is a derogatory term. This constitutes an insult and a personal attack, fulfilling the criteria for toxic content. The comment is directed at a person and is intended to be demeaning."
@user KILLER ⚡️,toxic,"The comment ""@user KILLER ⚡️"" uses aggressive and threatening language. While within a sports context trash talk is common, the intensity of the term ""KILLER"" can be interpreted as a threat or wish for harm, classifying it as toxic."
@user Come to Legyaspor,non-toxic,"The comment is a suggestion for the athlete to join a specific team, which is a common form of encouragement or playful invitation in a sports context. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm, and does not discourage participation or cause emotional harm."
@user @user You will score tonight. Good luck!,non-toxic,"The comment expresses a positive sentiment and wishes the athlete well. It contains no insults, threats, or offensive language, and does not appear to be sarcastic or intended to discourage participation."
@user @user A ok,non-toxic,"The comment ""@user @user A ok"" lacks substance and could be interpreted as dismissive or discouraging towards the athlete or another user. While seemingly minimal, the abruptness and lack of constructive engagement suggest a subtle form of negativity, potentially discouraging participation."
@user @user Congratulations filip. We love you 💚,non-toxic,"The comment expresses congratulations and positive sentiment towards the athlete. There are no insults, threats, or offensive language present, and the tone is supportive."
@user upcoming MVP ⚫️⚪️🦅,non-toxic,"The comment is a supportive statement indicating the user believes the athlete will be the MVP. It doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm, and it's a common expression of enthusiasm in a sports context."
@user subbed in the 55th minute 🤣🤣🤣 shows how bad you are,toxic,"The comment uses mocking laughter ""🤣🤣🤣"" and directly insults the athlete's skill by stating ""shows how bad you are."" While it’s within the realm of competitive banter, the tone is demeaning and intended to cause emotional harm, which classifies it as toxic."
@user @user coco we all been missing you!! Good luck to your next match vs Arsenal!!,non-toxic,"The comment expresses encouragement and well wishes for the athlete's upcoming match. It contains no insults, threats, hate speech, vulgar language, or sarcasm; it is a positive and supportive message."
"@user  leave the team by yourself, it's not worth playing for it.",toxic,"The comment discourages the athlete from participating and suggests the team isn't worth playing for, which falls under discouraging participation. While it could be interpreted as hyperbolic sports trash talk, the direct discouragement leans towards toxic behavior."
@user Aaron Tshibola I would drag my balls across 6 miles of broken glass and cigarette ends to see you in a Hartlepool United shirt again.,toxic,"The comment uses vulgar language and contains a graphic, highly offensive expression. While it's related to sports banter, the extreme and degrading nature of the statement crosses the line into toxicity."
"@user @user, l’@user t’attend avec impatience 🤛🏾 Let’s talk ! 🙏🏾🙏🏾🙏🏾",non-toxic,"The comment uses emojis (fist bump and praying hands) and expresses anticipation for a conversation. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it appears to be a friendly and encouraging message."
@user Your turn next season,toxic,"This comment is trash talk directed at an athlete, suggesting they will fail in the next season. While competitive banter is common, this statement could be interpreted as discouraging or demotivating, falling under the definition of toxicity. It’s a veiled criticism intended to impact the athlete’s performance."
@user  is here for you,non-toxic,"This comment appears to be a supportive message directed at an athlete. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It falls under the category of a respectful and neutral comment."
"@user Unique player, exceptional personality, we love you. PAOKARA✌️",non-toxic,"The comment expresses positive sentiment and appreciation for the athlete. It uses supportive language (""Unique player, exceptional personality, we love you"") and a positive emoji. Therefore, it does not contain any toxic elements."
"@user Legend, i really hope you stay at Wolves this season",non-toxic,"The comment expresses a hope that the athlete remains at their current club. It's a positive statement and doesn't contain any insults, threats, or offensive language. It falls under the category of supportive and respectful communication."
@user @user @user @user @user - What's that?- تسمم,toxic,"The text contains the word ""تسمم"", which translates to ""poisoning"" in Arabic. While the user might be attempting humor or sarcasm, this word carries a threatening and harmful connotation, particularly when directed at someone. This falls under the category of Threats / Wishes for Violence."
@user @user Good Luck Mathieu we love you 💛💙,non-toxic,"The comment expresses support and positive sentiments towards the athlete, using encouraging language and emojis. There is no indication of insults, threats, hate speech, vulgarity, or sarcasm."
"@user you are a member of our family, we love and support the family, once PAOK forever PAOK",non-toxic,"The comment expresses strong support and affiliation (""we love and support the family, once PAOK forever PAOK""), indicating a positive sentiment towards the athlete and their team. It doesn't contain any insults, threats, or offensive language, and does not fall under any of the toxic categories."
