text,classification,explanation
@user My bro 🤍⏳🤍,potentially toxic,"The use of '🤍' emojis and repetition without clear target can be interpreted as offensive, potentially a veiled insult or personal attack. However, due to the ambiguous nature of this comment lacking explicit hate speech, vulgar language, threats, or direct profanity directed at an identity aspect such as race, gender, etc., it remains in a gray area; if interpreted with leniency for sports context banter, it might be seen non-toxic."
@user has been ON FIRE in the Conference League this season 🇲🇦🔥,non-toxic,"The comment uses metaphorical language that might be misinterpreted as threatening, but in the context of sports and without further harmful intent or derogatory remarks aimed at the athlete's identity."
@user shitty and losing croatian team...Fuck you stupid!!!!,toxic,"The comment targets an athlete with insults and derogatory remarks, using vulgar language which is not protected speech in a sports context. Despite the competitive nature of banter often seen online, personal attacks based on race or nationality are still considered toxic."
"@user @user Πάρε τον πουλο από την ομαδα ρε, που πανηγυρίζεις κιολας....",toxic,"The comment, while potentially delivered in a sarcastic tone and containing profanity ('Πάρε'), is directed at an individual rather than being aimed solely at the athlete as part of competitive banter. The use of language could be interpreted as offensive or derogatory towards that person's ethnic background, which constitutes a personal attack based on nationality."
@user @user We are your biggest fans @user 💚☘️🥷,non-toxic,"The comment appears to be supportive and positive without any insults, hate speech, threats, vulgar language, or sarcastic undertones. Despite the use of emojis which may convey strong emotions, there is no offensive content directed at a person's identity, nor does it contain profanity."
@user @user Δείξε τι παικτάρα είσαι ρε μλκ... ΑΝΤΕ ΞΥΠΝΑ ☘️☘️☘️ #paofc,toxic,"The comment contains vulgar language ('mλκ') and an obscene reference to someone potentially not being tough enough for a fight, which could be interpreted as both personal attack and potential insult. The tone may seem humorous due to the use of soccer-related emojis but given its derogatory nature towards physicality in sports context."
@user Pre season start?,non-toxic,"The comment '@user Pre season start?' appears to be a neutral, time-related question without any offensive language or personal attacks. It lacks the specificity typically associated with hate speech, threats of violence, vulgar language, or insults that disguise as sarcasm."
@user Great💙,non-toxic,"The comment '@user Great💙' appears to be positive and neutral, lacking any insults, personal attacks, hate speech, threats, or vulgar language. It seems like a genuine compliment expressing support for the athlete."
@user Get well soon 🙏🙏,non-toxic,"The comment '@user Get well soon 🙏🙏' is a positive, empathetic message wishing someone good health. Despite the use of an emoticon that could be interpreted as sarcasm or humor in different contexts, it lacks any insult, personal attack, hate speech, threats, vulgar language, and does not aim to demean based on identity."
@user Lets go for the b2b,non-toxic,"The comment 'Lets go for the b2b' appears to be a sports enthusiast using colloquial language common in competitive banter, likely referring to business-to-business collaboration within or related to sports. Without additional context suggesting otherwise, it lacks insults, derogatory remarks, personal attacks based on identity factors like race or gender, threats of violence, hate speech, vulgarity intended as an attack rather than a playful joke."
@user @user Brate!!,toxic,"The use of 'Brate' as a term directed at an athlete, presuming it is meant to be derogatory and mocking based on the context provided, can be seen as insults. Despite competitive banter in sports commentary sometimes involving mild teasing or harsh language towards opponents, when such terms are likely targeted personally rather than professionally, they cross into personal attacks which cause emotional harm."
